id,start_time,end_time,duration,window_id,window_class,window_title
220,2018-03-27 16:07:23,2018-03-27 16:07:23,0,48236729,code,output.log - i3-tracker-rs - Visual Studio Code
221,2018-03-27 16:07:23,2018-03-27 16:07:23,0,29360144,Navigator,i3-tracker-rs/time_tracker.rs at master · danbruce/i3-tracker-rs - Mozilla Firefox
222,2018-03-27 16:07:23,2018-03-27 16:07:28,5,48236729,code,output.log - i3-tracker-rs - Visual Studio Code
223,2018-03-27 16:07:28,2018-03-27 16:07:38,10,48236729,code,output.log - i3-tracker-rs - Visual Studio Code
224,2018-03-27 16:07:38,2018-03-27 16:07:40,1,48236729,code,main.rs - i3-tracker-rs - Visual Studio Code
225,2018-03-27 16:08:35,2018-03-27 16:08:37,2,48236729,code,output.log - i3-tracker-rs - Visual Studio Code
226,2018-03-27 16:08:37,2018-03-27 16:08:40,2,41943540,urxvt,i3-tracker-rs: cargo run
227,2018-03-27 16:08:40,2018-03-27 16:08:40,0,48236729,code,output.log - i3-tracker-rs - Visual Studio Code
228,2018-03-27 16:08:40,2018-03-27 16:08:40,0,41943540,urxvt,i3-tracker-rs: cargo run
229,2018-03-27 16:08:40,2018-03-27 16:08:41,0,48236729,code,output.log - i3-tracker-rs - Visual Studio Code
230,2018-03-27 16:08:41,2018-03-27 16:08:41,0,41943540,urxvt,i3-tracker-rs: cargo run
231,2018-03-27 16:08:41,2018-03-27 16:08:41,0,48236729,code,output.log - i3-tracker-rs - Visual Studio Code
232,2018-03-27 16:08:41,2018-03-27 16:08:46,5,41943540,urxvt,i3-tracker-rs: cargo run
233,2018-03-27 16:15:04,2018-03-27 16:15:09,5,41943540,urxvt,i3-tracker-rs: cargo run
234,2018-03-27 16:15:09,2018-03-27 16:15:09,0,41943540,urxvt,i3-tracker-rs: cargo run
235,2018-03-27 16:15:09,2018-03-27 16:15:11,1,48236729,code,main.rs - i3-tracker-rs - Visual Studio Code
